"","age","drinks","drugs","height","orientation","sex","sign","ethnicity"
"54307",27,"socially","sometimes",65,"straight","f","sagittarius","white"
"54308",26,"socially","never",66,"straight","f","sagittarius","mixed"
"54309",23,"socially","never",70,"straight","m","aquarius","mixed"
"54313",21,"socially","never",66,"gay","f","sagittarius","white"
"54315",37,"not at all","never",65,"gay","f","pisces","white"
"54317",21,"socially","never",66,"bisexual","f","virgo","white"
"54319",63,"socially","never",66,"straight","f","aries","white"
"54321",24,"not at all","never",67,"straight","m","leo","black"
"54325",35,"rarely","never",73,"straight","m","libra","white"
"54328",33,"rarely","sometimes",64,"straight","f","scorpio","white"
"54330",31,"socially","sometimes",71,"straight","m","gemini","white"
"54332",27,"socially","never",65,"straight","f","scorpio","mixed"
"54333",26,"socially","never",66,"straight","f","virgo","white"
"54334",23,"socially","never",70,"straight","f","libra","white"
"54341",23,"socially","never",62,"straight","f","aries","white"
"54342",38,"socially","never",59,"straight","f","taurus","asian"
"54344",35,"socially","never",68,"straight","f","virgo","white"
"54345",23,"socially","never",67,"straight","f","scorpio","white"
"54347",26,"not at all","never",69,"straight","m","capricorn","asian"
"54352",40,"socially","sometimes",76,"straight","m","virgo","white"
"54355",33,"socially","never",63,"straight","f","aquarius","hispanic / latin"
"54357",24,"socially","never",66,"straight","f","libra","white"
"54359",26,"often","sometimes",61,"straight","f","aries","mixed"
"54360",26,"very often","sometimes",64,"straight","f","libra","white"
"54361",29,"socially","never",67,"bisexual","f","scorpio","white"
"54363",27,"socially","sometimes",72,"straight","m","leo","white"
"54366",31,"socially","never",70,"straight","f","leo","mixed"
"54369",29,"socially","never",63,"straight","f","aquarius","asian"
"54370",34,"socially","never",66,"straight","m","capricorn","indian"
"54371",32,"socially","never",69,"straight","m","leo","white"
"54372",22,"socially","never",68,"straight","f","leo","white"
"54373",25,"socially","never",66,"straight","f","aquarius","hispanic / latin"
"54374",36,"often","never",65,"straight","f","cancer","white"
"54378",29,"socially","never",68,"straight","m","scorpio","white"
"54379",24,"socially","never",70,"straight","f","pisces","white"
"54380",50,"socially","sometimes",68,"straight","f","sagittarius","white"
"54381",38,"socially","never",61,"straight","f","sagittarius","white"
"54382",64,"socially","never",73,"straight","m","taurus","white"
"54383",36,"socially","never",68,"straight","m","taurus","asian"
"54386",28,"socially","never",67,"straight","m","leo","white"
"54387",25,"rarely","never",67,"straight","m","capricorn","mixed"
"54393",23,"not at all","never",63,"straight","f","leo","white"
"54394",24,"socially","never",65,"straight","f","leo","white"
"54395",28,"socially","never",68,"straight","f","aquarius","white"
"54397",23,"socially","never",66,"straight","f","pisces","white"
"54399",36,"socially","never",70,"straight","m","taurus","black"
"54402",26,"socially","never",65,"straight","f","gemini","asian"
"54403",25,"socially","never",69,"straight","m","aquarius","mixed"
"54404",26,"socially","sometimes",67,"gay","f","taurus","black"
"54405",63,"socially","never",61,"straight","f","aries","white"
"54406",22,"socially","never",68,"straight","m","scorpio","hispanic / latin"
"54407",26,"socially","never",71,"straight","m","leo","white"
"54408",33,"socially","never",73,"straight","m","cancer","white"
"54412",28,"socially","never",63,"straight","f","aries","mixed"
"54413",40,"socially","never",67,"straight","f","libra","white"
"54414",32,"socially","never",73,"straight","m","pisces","white"
"54416",23,"socially","never",66,"straight","f","aquarius","white"
"54418",45,"rarely","never",63,"straight","f","aries","white"
"54419",38,"not at all","never",75,"straight","m","sagittarius","white"
"54421",27,"socially","never",73,"straight","m","gemini","white"
"54422",25,"not at all","never",71,"straight","m","cancer","hispanic / latin"
"54426",22,"socially","sometimes",70,"straight","f","gemini","mixed"
"54428",27,"socially","never",74,"straight","m","aries","white"
"54429",20,"socially","never",73,"straight","m","aquarius","white"
"54431",31,"socially","never",68,"straight","m","taurus","mixed"
"54433",23,"socially","never",68,"straight","f","leo","white"
"54434",26,"often","sometimes",71,"straight","m","scorpio","indian"
"54437",37,"socially","never",67,"straight","f","leo","mixed"
"54438",28,"often","sometimes",61,"straight","f","taurus","white"
"54439",32,"socially","never",71,"straight","m","aquarius","white"
"54441",40,"socially","never",72,"straight","m","sagittarius","mixed"
"54442",30,"socially","sometimes",70,"straight","f","scorpio","mixed"
"54443",28,"rarely","never",67,"straight","f","pisces","white"
"54445",40,"socially","never",72,"gay","m","leo","mixed"
"54446",32,"socially","never",67,"straight","f","gemini","white"
"54448",25,"socially","sometimes",68,"straight","m","cancer","white"
"54449",24,"socially","never",73,"straight","m","virgo","white"
"54451",42,"socially","never",71,"straight","m","cancer","white"
"54452",35,"socially","never",66,"straight","f","leo","white"
"54455",66,"socially","never",60,"straight","f","taurus","white"
"54456",28,"socially","never",65,"gay","f","pisces","white"
"54459",27,"socially","never",67,"straight","f","taurus","white"
"54460",39,"socially","never",62,"straight","f","leo","white"
"54463",43,"socially","never",63,"straight","f","taurus","white"
"54464",50,"socially","never",72,"gay","m","pisces","white"
"54465",31,"socially","never",72,"straight","m","pisces","white"
"54467",29,"socially","sometimes",68,"straight","m","libra","black"
"54470",28,"often","sometimes",71,"gay","m","sagittarius","white"
"54472",30,"socially","sometimes",71,"straight","m","capricorn","white"
"54473",27,"socially","never",70,"straight","m","virgo","mixed"
"54474",58,"socially","never",70,"straight","m","sagittarius","white"
"54476",29,"socially","sometimes",73,"straight","m","cancer","mixed"
"54478",31,"socially","never",69,"straight","f","taurus","white"
"54480",24,"socially","sometimes",65,"bisexual","f","aries","white"
"54481",31,"socially","never",65,"straight","f","capricorn","hispanic / latin"
"54484",43,"socially","never",75,"straight","m","leo","white"
"54485",35,"socially","never",72,"straight","m","pisces","white"
"54486",23,"socially","never",70,"straight","m","scorpio","white"
"54490",37,"socially","never",70,"gay","m","taurus","white"
"54491",41,"socially","never",72,"straight","m","aquarius","mixed"
"54492",43,"socially","never",75,"straight","m","cancer","white"
"54495",21,"socially","never",72,"straight","m","cancer","white"
"54497",25,"socially","never",65,"straight","f","cancer","white"
"54500",61,"rarely","never",71,"straight","m","libra","white"
"54505",26,"socially","sometimes",70,"straight","m","gemini","mixed"
"54506",22,"socially","never",69,"gay","m","cancer","white"
"54507",41,"socially","never",69,"straight","m","gemini","white"
"54508",29,"often","sometimes",66,"straight","m","scorpio","asian"
"54510",43,"socially","never",60,"straight","f","leo","white"
"54511",24,"socially","never",68,"straight","f","aries","white"
"54513",24,"socially","never",66,"straight","f","scorpio","white"
"54515",29,"socially","never",68,"straight","m","pisces","mixed"
"54517",22,"socially","sometimes",67,"gay","m","scorpio","hispanic / latin"
"54518",40,"socially","never",64,"gay","f","aries","white"
"54519",28,"socially","sometimes",68,"straight","f","aquarius","white"
"54521",36,"socially","never",74,"straight","m","pisces","white"
"54522",30,"socially","never",65,"straight","f","aquarius","white"
"54527",29,"socially","never",62,"straight","f","aries","white"
"54528",38,"often","sometimes",74,"straight","m","gemini","white"
"54529",50,"not at all","never",74,"straight","m","virgo","white"
"54530",30,"socially","never",74,"straight","m","pisces","white"
"54531",32,"socially","never",74,"straight","m","taurus","white"
"54533",29,"socially","never",70,"straight","m","aries","asian"
"54534",27,"socially","never",69,"straight","m","leo","white"
"54535",33,"socially","never",65,"gay","f","pisces","mixed"
"54536",40,"rarely","never",67,"straight","f","virgo","mixed"
"54537",29,"socially","never",66,"straight","f","gemini","white"
"54540",20,"socially","never",63,"straight","f","virgo","asian"
"54541",53,"socially","never",66,"straight","f","sagittarius","white"
"54542",59,"rarely","never",61,"straight","f","virgo","white"
"54543",25,"socially","never",67,"straight","f","pisces","white"
"54544",22,"rarely","never",61,"straight","f","capricorn","mixed"
"54548",25,"often","sometimes",62,"straight","f","capricorn","white"
"54550",27,"often","sometimes",70,"straight","m","cancer","white"
"54554",30,"socially","sometimes",72,"straight","m","sagittarius","white"
"54555",46,"socially","never",67,"straight","f","cancer","black"
"54556",24,"socially","sometimes",67,"straight","m","taurus","asian"
"54557",29,"socially","never",64,"straight","m","taurus","white"
"54558",29,"rarely","never",64,"straight","f","sagittarius","mixed"
"54559",27,"socially","sometimes",68,"straight","m","aquarius","white"
"54562",57,"socially","never",61,"straight","f","capricorn","white"
"54563",27,"socially","never",60,"straight","f","gemini","white"
"54565",25,"socially","never",66,"bisexual","f","capricorn","white"
"54568",31,"not at all","never",67,"straight","f","virgo","white"
"54570",26,"socially","never",67,"straight","m","leo","indian"
"54572",31,"socially","never",74,"straight","m","sagittarius","white"
"54573",21,"often","sometimes",66,"straight","f","aries","mixed"
"54574",29,"socially","sometimes",71,"straight","m","libra","white"
"54576",25,"socially","never",72,"straight","m","scorpio","white"
"54578",29,"socially","never",62,"straight","f","leo","white"
"54580",62,"rarely","never",64,"straight","f","virgo","black"
"54582",43,"socially","never",65,"straight","f","sagittarius","white"
"54584",32,"socially","never",70,"straight","m","gemini","white"
"54587",58,"rarely","never",70,"straight","m","taurus","white"
"54588",28,"rarely","sometimes",66,"bisexual","f","scorpio","mixed"
"54589",19,"socially","sometimes",66,"straight","f","aries","white"
"54590",28,"not at all","never",65,"straight","m","scorpio","mixed"
"54594",34,"socially","never",62,"straight","f","libra","hispanic / latin"
"54595",27,"socially","never",63,"straight","f","cancer","white"
"54596",35,"rarely","never",66,"straight","f","scorpio","asian"
"54597",23,"socially","never",68,"straight","f","leo","mixed"
"54598",34,"socially","never",66,"straight","f","libra","mixed"
"54600",30,"socially","never",74,"straight","m","scorpio","indian"
"54602",22,"socially","never",64,"straight","f","leo","white"
"54603",38,"socially","never",69,"straight","f","aries","white"
"54607",27,"often","sometimes",71,"straight","m","taurus","white"
"54610",28,"socially","never",62,"gay","f","scorpio","mixed"
"54612",32,"socially","sometimes",70,"straight","m","scorpio","mixed"
"54614",27,"socially","never",63,"straight","f","taurus","white"
"54617",26,"socially","never",68,"straight","f","cancer","mixed"
"54620",28,"socially","never",74,"gay","m","gemini","white"
"54621",23,"socially","never",72,"straight","f","aquarius","black"
"54622",25,"socially","never",64,"straight","f","taurus","white"
"54626",20,"socially","never",68,"bisexual","f","leo","black"
"54627",28,"socially","never",67,"straight","m","pisces","mixed"
"54628",35,"socially","never",63,"straight","f","sagittarius","white"
"54629",24,"socially","sometimes",74,"straight","m","sagittarius","white"
"54630",26,"socially","never",69,"straight","f","sagittarius","white"
"54632",25,"socially","never",70,"straight","m","gemini","black"
"54633",22,"rarely","never",67,"straight","f","cancer","mixed"
"54634",37,"rarely","sometimes",62,"bisexual","f","aquarius","hispanic / latin"
"54636",28,"socially","never",64,"straight","f","aries","white"
"54637",38,"rarely","never",64,"straight","f","gemini","asian"
"54639",39,"socially","never",66,"straight","f","cancer","white"
"54641",41,"socially","never",68,"straight","f","sagittarius","white"
"54642",34,"socially","never",68,"straight","f","virgo","white"
"54643",28,"rarely","sometimes",70,"straight","m","virgo","white"
"54645",26,"socially","never",72,"straight","m","gemini","mixed"
"54646",34,"often","sometimes",65,"straight","m","sagittarius","mixed"
"54648",30,"socially","sometimes",70,"straight","m","leo","white"
"54650",31,"socially","never",75,"straight","m","cancer","white"
"54651",25,"often","never",73,"straight","m","sagittarius","white"
"54652",59,"not at all","never",69,"straight","m","capricorn","white"
"54653",54,"often","never",70,"straight","f","scorpio","white"
"54654",25,"socially","never",61,"straight","f","gemini","white"
